"","CS_ID","age","workclass","education_num","marital_status","relationship","occupation","race","gender","hours_per_week","income","education_cat","hours_per_week_imp"
"22195","CS17036",14,"Private",16,"M","Not-in-family","Service","White","m",40.5,51.87,"secundaria",FALSE
"22196","CS17037",21,"Private",16,"S","Husband","Blue-Collar","White","m",40.5,52.08,"secundaria",FALSE
"22197","CS17039",4,"Other/Unknown",2,"S","Not-in-family","Other/Unknown","Black","m",10.5,34.47,"universitaria",FALSE
"22198","CS17040",30,"Private",16,"M","Other-relative","Blue-Collar","White","m",40,52.48,"secundaria",FALSE
"22199","CS17041",8,"Government",16,"S","Husband","Service","White","m",40,49.4,"secundaria",FALSE
"22200","CS17042",16,"Private",5,"M","Own-child","Sales","White","m",42,50.32,"universitaria",FALSE
"22201","CS17043",20,"Private",2,"D","Husband","Professional","White","m",50.5,52.69,"universitaria",FALSE
"22202","CS17045",45,"Government",2,"M","Unmarried","Blue-Collar","White","m",40.5,60.84,"universitaria",FALSE
"22203","CS17047",42,"Private",14,"M","Not-in-family","Blue-Collar","White","m",40.5,52.5,"secundaria",FALSE
"22204","CS17049",34,"Private",16,"M","Wife","Blue-Collar","White","m",40.5,57.84,"secundaria",FALSE
"22205","CS17050",40,"Self-Employed",16,"M","Husband","White-Collar","White","m",48.5,54.5,"secundaria",FALSE
"22206","CS17051",46,"Self-Employed",2,"M","Husband","Sales","White","m",35.5,49.82,"universitaria",FALSE
"22207","CS17052",29,"Private",6,"D","Husband","White-Collar","White","m",70,56.71,"postuniversitara",FALSE
"22208","CS17053",15,"Private",6,"M","Unmarried","Professional","White","m",40,53.71,"postuniversitara",FALSE
"22209","CS17054",45,"Self-Employed",16,"S","Husband","White-Collar","Black","m",50.5,42.65,"secundaria",FALSE
"22210","CS17055",10,"Private",2,"M","Not-in-family","Professional","White","m",40,53.78,"universitaria",FALSE
"22211","CS17058",12,"Private",4,"S","Unmarried","White-Collar","White","m",65,53.62,"universitaria",FALSE
"22212","CS17059",29,"Self-Employed",2,"M","Not-in-family","White-Collar","Amer-Indian-Eskimo","m",40.5,50.41,"universitaria",FALSE
"22213","CS17060",43,"Private",12,"M","Husband","Blue-Collar","White","m",40.5,50.76,"primaria",FALSE
"22214","CS17063",33,"Private",16,"M","Own-child","Blue-Collar","White","m",40.5,52.19,"secundaria",FALSE
"22215","CS17065",6,"Private",16,"S","Own-child","Service","White","m",40.5,45.11,"secundaria",FALSE
"22216","CS17066",7,"Private",16,"M","Own-child","Blue-Collar","White","m",50,52.96,"secundaria",FALSE
"22217","CS17068",24,"Private",16,"M","Wife","Blue-Collar","White","m",25,55.97,"secundaria",FALSE
"22218","CS17071",5,"Private",16,"M","Not-in-family","Blue-Collar","Black","m",40.5,46.43,"secundaria",FALSE
"22219","CS17073",27,"Government",5,"M","Own-child","Service","Asian-Pac-Islander","m",40,43.61,"universitaria",FALSE
"22220","CS17074",1,"Private",12,"S","Not-in-family","Blue-Collar","White","m",20.5,52.81,"primaria",FALSE
"22221","CS17076",21,"Private",16,"M","Other-relative","Sales","White","m",40.5,51.31,"secundaria",FALSE
"22222","CS17077",38,"Self-Employed",5,"M","Husband","Sales","White","m",50.5,55.03,"universitaria",FALSE
"22223","CS17078",8,"Private",5,"S","Husband","Sales","White","m",30.5,47.35,"universitaria",FALSE
"22224","CS17079",19,"Private",16,"M","Not-in-family","Blue-Collar","White","m",40,55.89,"secundaria",FALSE
"22225","CS17081",7,"Private",3,"S","Not-in-family","Blue-Collar","White","m",40.5,51.07,"universitaria",FALSE
"22226","CS17084",34,"Private",11,"M","Own-child","Blue-Collar","White","m",40,56.97,"primaria",FALSE
"22227","CS17085",18,"Private",16,"M","Husband","Blue-Collar","White","m",40,56.06,"secundaria",FALSE
"22228","CS17087",20,"Private",14,"S","Not-in-family","Blue-Collar","White","m",40.5,48.21,"secundaria",FALSE
"22229","CS17088",17,"Private",5,"M","Own-child","White-Collar","White","m",45,60.38,"universitaria",FALSE
"22230","CS17090",16,"Private",16,"M","Own-child","Blue-Collar","White","m",40.5,55.09,"secundaria",FALSE
"22231","CS17091",6,"Private",10,"S","Husband","Blue-Collar","White","m",40.5,48.83,"primaria",FALSE
"22232","CS17092",37,"Private",16,"M","Other-relative","Service","White","m",40,52.5,"secundaria",FALSE
"22233","CS17093",20,"Private",16,"M","Husband","Blue-Collar","White","m",40.5,55.65,"secundaria",FALSE
"22234","CS17094",6,"Private",5,"S","Husband","Sales","White","m",40.5,50.99,"universitaria",FALSE
"22235","CS17099",7,"Private",2,"S","Not-in-family","Sales","White","m",40,51.76,"universitaria",FALSE
"22236","CS17100",24,"Private",13,"X","Own-child","Blue-Collar","White","m",35,49.14,"primaria",FALSE
"22237","CS17101",29,"Government",4,"D","Own-child","Service","White","m",40.5,52.71,"universitaria",FALSE
"22238","CS17102",46,"Government",5,"M","Own-child","Professional","White","m",42,57.39,"universitaria",FALSE
"22239","CS17105",11,"Private",13,"S","Own-child","White-Collar","White","m",60,52.58,"primaria",FALSE
"22240","CS17107",9,"Private",5,"M","Own-child","Professional","White","m",40,52.48,"universitaria",FALSE
"22241","CS17110",33,"Private",5,"M","Unmarried","Sales","Asian-Pac-Islander","m",50.5,45.64,"universitaria",FALSE
"22242","CS17115",35,"Private",2,"M","Unmarried","White-Collar","White","m",60.5,59.9,"universitaria",FALSE
"22243","CS17116",28,"Self-Employed",5,"M","Husband","White-Collar","White","m",50.5,57.89,"universitaria",FALSE
"22244","CS17117",19,"Private",16,"M","Husband","Blue-Collar","White","m",60.5,51.55,"secundaria",FALSE
"22245","CS17118",12,"Private",2,"S","Husband","Sales","White","m",40,42.05,"universitaria",FALSE
"22246","CS17120",21,"Private",2,"M","Not-in-family","Blue-Collar","White","m",50.5,58.99,"universitaria",FALSE
"22247","CS17121",38,"Private",2,"M","Husband","Blue-Collar","White","m",45.5,56.25,"universitaria",FALSE
"22248","CS17124",29,"Private",6,"M","Not-in-family","White-Collar","White","m",40.5,57.06,"postuniversitara",FALSE
"22249","CS17125",11,"Private",4,"S","Husband","White-Collar","White","m",40,54.31,"universitaria",FALSE
"22250","CS17126",33,"Private",6,"M","Not-in-family","Sales","White","m",50,56.11,"postuniversitara",FALSE
"22251","CS17127",35,"Private",16,"D","Husband","Sales","White","m",45.5,47.92,"secundaria",FALSE
"22252","CS17128",11,"Private",16,"M","Not-in-family","Blue-Collar","White","m",40,58.7,"secundaria",FALSE
"22253","CS17129",20,"Private",16,"M","Husband","Blue-Collar","White","m",40,55.4,"secundaria",FALSE
"22254","CS17130",44,"Private",5,"M","Husband","Professional","White","m",40.5,53.31,"universitaria",FALSE
"22255","CS17136",34,"Private",2,"M","Wife","Service","Black","m",70.5,46.33,"universitaria",FALSE
"22256","CS17137",27,"Self-Employed",16,"M","Husband","Sales","White","m",50.5,47.96,"secundaria",FALSE
"22257","CS17138",5,"Private",12,"S","Husband","Blue-Collar","White","m",30.5,48.73,"primaria",FALSE
"22258","CS17139",17,"Private",12,"S","Own-child","Service","White","m",45.5,45.42,"primaria",FALSE
"22259","CS17142",13,"Private",6,"M","Own-child","White-Collar","Asian-Pac-Islander","m",40,48.74,"postuniversitara",FALSE
"22260","CS17143",26,"Self-Employed",3,"M","Husband","Professional","White","m",40.5,52.89,"universitaria",FALSE
"22261","CS17144",12,"Self-Employed",16,"M","Husband","Blue-Collar","White","m",50,52.98,"secundaria",FALSE
"22262","CS17151",32,"Private",14,"M","Unmarried","Blue-Collar","White","m",60,58.23,"secundaria",FALSE
"22263","CS17152",3,"Private",16,"S","Husband","Blue-Collar","White","m",40.5,51.55,"secundaria",FALSE
"22264","CS17153",20,"Private",5,"M","Own-child","White-Collar","White","m",40,60.2,"universitaria",FALSE
"22265","CS17154",25,"Private",6,"M","Husband","White-Collar","White","m",45,60.5,"postuniversitara",FALSE
"22266","CS17155",16,"Private",2,"M","Husband","Sales","White","m",50,55.15,"universitaria",FALSE
"22267","CS17156",33,"Private",16,"M","Husband","Blue-Collar","White","m",40,51.8,"secundaria",FALSE
"22268","CS17160",22,"Private",16,"M","Own-child","Service","White","m",40.5,51.69,"secundaria",FALSE
"22269","CS17162",13,"Government",5,"S","Own-child","Blue-Collar","White","m",40,56.13,"universitaria",FALSE
"22270","CS17163",36,"Self-Employed",16,"M","Own-child","Sales","Asian-Pac-Islander","m",40.5,38.52,"secundaria",FALSE
"22271","CS17164",6,"Private",3,"S","Husband","Blue-Collar","White","m",44,55.38,"universitaria",FALSE
"22272","CS17165",28,"Self-Employed",2,"M","Not-in-family","White-Collar","White","m",80,56.44,"universitaria",FALSE
"22273","CS17166",27,"Private",16,"D","Husband","Blue-Collar","White","m",40.5,51.86,"secundaria",FALSE
"22274","CS17167",25,"Government",2,"M","Not-in-family","Blue-Collar","White","m",40.5,58.43,"universitaria",FALSE
"22275","CS17168",48,"Other/Unknown",16,"M","Husband","Other/Unknown","White","m",40.5,50.21,"secundaria",FALSE
"22276","CS17169",24,"Private",3,"X","Husband","Sales","Black","m",44.5,40.27,"universitaria",FALSE
"22277","CS17170",24,"Private",5,"S","Not-in-family","White-Collar","White","m",30,54.34,"universitaria",FALSE
"22278","CS17172",42,"Self-Employed",7,"M","Own-child","Professional","Asian-Pac-Islander","m",50.5,42.45,"postuniversitara",FALSE
"22279","CS17173",38,"Government",5,"M","Husband","White-Collar","Asian-Pac-Islander","m",40,55.77,"universitaria",FALSE
"22280","CS17175",4,"Private",2,"S","Unmarried","Sales","White","m",30.5,44.84,"universitaria",FALSE
"22281","CS17177",13,"Private",2,"S","Wife","Blue-Collar","White","m",40.5,50.13,"universitaria",FALSE
"22282","CS17178",6,"Private",5,"S","Unmarried","White-Collar","White","m",40.5,55.69,"universitaria",FALSE
"22283","CS17179",28,"Private",6,"M","Not-in-family","White-Collar","White","m",40.5,57.52,"postuniversitara",FALSE
"22284","CS17180",29,"Private",2,"D","Husband","Sales","White","m",45.5,50.48,"universitaria",FALSE
"22285","CS17181",36,"Private",5,"M","Own-child","Professional","White","m",40,53.14,"universitaria",FALSE
"22286","CS17182",42,"Private",16,"X","Husband","Blue-Collar","White","m",40.5,51.11,"secundaria",FALSE
"22287","CS17183",35,"Government",16,"D","Not-in-family","Service","White","m",40,50.17,"secundaria",FALSE
"22288","CS17184",7,"Private",5,"S","Not-in-family","Sales","Black","m",10,39.35,"universitaria",FALSE
"22289","CS17185",6,"Private",3,"M","Own-child","Service","White","m",44.5,56.55,"universitaria",FALSE
"22290","CS17188",46,"Private",13,"W","Unmarried","Blue-Collar","White","m",20.5,55.88,"primaria",FALSE
"22291","CS17191",14,"Private",13,"D","Own-child","Service","Amer-Indian-Eskimo","m",40,36.01,"primaria",FALSE
"22292","CS17192",2,"Private",16,"S","Not-in-family","Service","White","m",25.5,44.26,"secundaria",FALSE
"22293","CS17194",7,"Private",16,"S","Wife","Blue-Collar","Black","m",40,41.95,"secundaria",FALSE
"22294","CS17196",42,"Private",5,"M","Own-child","Sales","White","m",55,54.41,"universitaria",FALSE
"22295","CS17197",43,"Private",16,"M","Husband","White-Collar","White","m",45,57.47,"secundaria",FALSE
"22296","CS17198",44,"Self-Employed",16,"M","Husband","Blue-Collar","White","m",40,51.66,"secundaria",FALSE
"22297","CS17199",11,"Private",5,"M","Husband","White-Collar","White","m",40,55.59,"universitaria",FALSE
"22298","CS17200",34,"Private",5,"M","Not-in-family","Blue-Collar","White","m",45.5,56.93,"universitaria",FALSE
"22299","CS17204",6,"Private",2,"S","Unmarried","Service","White","m",35,46.48,"universitaria",FALSE
"22300","CS17205",5,"Private",2,"S","Own-child","Blue-Collar","White","m",30,53.92,"universitaria",FALSE
"22301","CS17207",34,"Private",2,"M","Wife","Sales","Asian-Pac-Islander","m",50.5,41.67,"universitaria",FALSE
"22302","CS17208",28,"Private",16,"M","Husband","Blue-Collar","White","m",45.5,52.62,"secundaria",FALSE
"22303","CS17209",37,"Other/Unknown",16,"M","Husband","Other/Unknown","White","m",40.5,47.21,"secundaria",FALSE
"22304","CS17210",25,"Private",5,"M","Husband","White-Collar","White","m",50.5,60.5,"universitaria",FALSE
"22305","CS17212",45,"Self-Employed",11,"M","Unmarried","Blue-Collar","White","m",40,50.78,"primaria",FALSE
"22306","CS17213",43,"Private",6,"D","Husband","Professional","White","m",20,51.23,"postuniversitara",FALSE
"22307","CS17214",11,"Private",2,"M","Not-in-family","Service","White","m",40.5,51.18,"universitaria",FALSE
"22308","CS17216",17,"Government",4,"M","Unmarried","Blue-Collar","White","m",40,56.33,"universitaria",FALSE
"22309","CS17217",8,"Private",2,"M","Husband","Blue-Collar","White","m",65,57.5,"universitaria",FALSE
"22310","CS17218",25,"Private",16,"S","Husband","Blue-Collar","White","m",40,48.87,"secundaria",FALSE
"22311","CS17219",5,"Private",16,"S","Not-in-family","Blue-Collar","White","m",40,52.85,"secundaria",FALSE
"22312","CS17220",23,"Private",2,"M","Own-child","Blue-Collar","Asian-Pac-Islander","m",40,47.19,"universitaria",FALSE
"22313","CS17222",34,"Private",16,"M","Own-child","Blue-Collar","White","m",40,53.21,"secundaria",FALSE
"22314","CS17223",4,"Private",16,"S","Husband","Blue-Collar","White","m",40.5,49.14,"secundaria",FALSE
"22315","CS17224",30,"Government",5,"M","Own-child","White-Collar","White","m",40,57.89,"universitaria",FALSE
"22316","CS17225",33,"Private",14,"M","Husband","Blue-Collar","White","m",40,53.16,"secundaria",FALSE
"22317","CS17227",40,"Self-Employed",2,"M","Wife","Service","White","m",45,49.79,"universitaria",FALSE
"22318","CS17228",25,"Government",6,"D","Husband","Professional","White","m",40,55.39,"postuniversitara",FALSE
"22319","CS17229",25,"Self-Employed",2,"D","Not-in-family","Blue-Collar","White","m",50.5,48.28,"universitaria",FALSE
"22320","CS17230",26,"Private",16,"M","Not-in-family","Blue-Collar","White","m",40,53.99,"secundaria",FALSE
"22321","CS17231",43,"Government",11,"M","Husband","Blue-Collar","White","m",40.5,54.68,"primaria",FALSE
"22322","CS17232",27,"Private",2,"M","Husband","White-Collar","White","m",40,59.07,"universitaria",FALSE
"22323","CS17236",7,"Private",2,"M","Not-in-family","Blue-Collar","White","m",40.5,54.39,"universitaria",FALSE
"22324","CS17237",44,"Private",16,"M","Husband","Blue-Collar","White","m",40.5,59.46,"secundaria",FALSE
"22325","CS17238",34,"Private",2,"M","Husband","Blue-Collar","White","m",70.5,54.87,"universitaria",FALSE
"22326","CS17240",36,"Private",6,"M","Not-in-family","Service","White","m",45.5,56.51,"postuniversitara",FALSE
"22327","CS17241",21,"Self-Employed",16,"M","Husband","Blue-Collar","White","m",40.5,53.11,"secundaria",FALSE
"22328","CS17243",23,"Self-Employed",16,"D","Unmarried","Blue-Collar","White","m",60.5,48.04,"secundaria",FALSE
"22329","CS17244",38,"Government",2,"D","Unmarried","Blue-Collar","White","m",42,59.11,"universitaria",FALSE
"22330","CS17245",36,"Private",16,"M","Unmarried","Sales","White","m",45,51.95,"secundaria",FALSE
"22331","CS17246",6,"Government",16,"S","Husband","Service","White","m",56,51.05,"secundaria",FALSE
"22332","CS17247",3,"Other/Unknown",2,"S","Unmarried","Other/Unknown","White","m",25.5,42.64,"universitaria",FALSE
"22333","CS17248",50,"Private",16,"M","Own-child","Sales","White","m",10.5,52.71,"secundaria",FALSE
"22334","CS17249",16,"Private",5,"S","Husband","White-Collar","White","m",40.5,57.24,"universitaria",FALSE
"22335","CS17250",9,"Private",11,"S","Not-in-family","Blue-Collar","White","m",40.5,52.19,"primaria",FALSE
"22336","CS17251",18,"Private",2,"S","Unmarried","Blue-Collar","White","m",40,53.45,"universitaria",FALSE
"22337","CS17253",8,"Private",16,"S","Not-in-family","Blue-Collar","White","m",50,55.34,"secundaria",TRUE
"22338","CS17257",12,"Private",2,"X","Not-in-family","Blue-Collar","White","m",40,48.96,"universitaria",FALSE
"22339","CS17258",7,"Private",16,"S","Not-in-family","Service","Black","m",12.5,38.38,"secundaria",FALSE
"22340","CS17259",42,"Self-Employed",7,"M","Own-child","Professional","Asian-Pac-Islander","m",50,42.73,"postuniversitara",FALSE
"22341","CS17260",49,"Government",5,"D","Husband","Service","White","m",40.5,56.32,"universitaria",FALSE
"22342","CS17261",12,"Private",5,"S","Not-in-family","White-Collar","White","m",50,53.76,"universitaria",FALSE
"22343","CS17262",12,"Private",11,"M","Own-child","Sales","White","m",40,49.88,"primaria",FALSE
"22344","CS17263",18,"Private",2,"M","Other-relative","Blue-Collar","White","m",40.5,53.18,"universitaria",FALSE
"22345","CS17264",22,"Self-Employed",14,"M","Husband","White-Collar","White","m",45,55.04,"secundaria",FALSE
"22346","CS17265",28,"Private",4,"M","Husband","Blue-Collar","White","m",60.5,59.68,"universitaria",FALSE
"22347","CS17267",2,"Private",16,"M","Not-in-family","Blue-Collar","White","m",25,53.38,"secundaria",FALSE
"22348","CS17268",20,"Private",15,"M","Husband","Blue-Collar","Other","m",40,44.83,"secundaria",FALSE
"22349","CS17269",59,"Self-Employed",16,"M","Husband","Blue-Collar","Asian-Pac-Islander","m",40,42.47,"secundaria",FALSE
"22350","CS17270",8,"Private",16,"S","Husband","Service","White","m",40.5,47.11,"secundaria",FALSE
"22351","CS17271",13,"Government",5,"M","Own-child","White-Collar","Black","m",40,51.76,"universitaria",FALSE
"22352","CS17272",17,"Private",2,"M","Husband","Professional","White","m",40.5,52.32,"universitaria",FALSE
"22353","CS17276",5,"Private",13,"M","Not-in-family","Blue-Collar","White","m",40,50.75,"primaria",FALSE
"22354","CS17277",20,"Self-Employed",6,"M","Husband","Professional","White","m",45.5,54.11,"postuniversitara",FALSE
"22355","CS17278",10,"Private",2,"S","Husband","Professional","Other","m",50.5,37,"universitaria",FALSE
